player_hand;player_options;player_decision;dealer_hand;dealer_options;dealer_decision;result;
['2', 'A'];[2];0;['5', '5'];[5];1;0;
['2', 'A'];12;0;['5', '5', '7'];10;1;0;
['2', 'A'];12;0;['5', '5', '7', '9'];17;1;2;
['7', '3'];[7];1;['5', '3'];[5];1;0;
['7', '3', '9'];10;1;['5', '3', '3'];8;0;0;
['7', '3', '9', '8'];19;1;['5', '3', '3'];11;0;-1;
['Q', 'Q'];[10];1;['5', '5'];[5];0;0;
['Q', 'Q', '8'];20;0;['5', '5'];10;0;-1;
['10', 'J'];[10];1;['4', '2'];[4];1;0;
['10', 'J', '9'];20;1;['4', '2', '9'];6;1;-1;
['K', '4'];[10];0;['3', 'Q'];[3];1;0;
['K', '4'];14;0;['3', 'Q', 'J'];13;1;2;
['10', '7'];[10];0;['8', '8'];[8];1;0;
['10', '7'];17;0;['8', '8', '3'];16;0;-1;
['6', '9'];[6];1;['Q', '5'];[10];0;0;
['6', '9', '7'];15;1;['Q', '5'];15;0;-1;
['2', 'Q'];[2];0;['7', 'A'];[7];1;0;
['2', 'Q'];12;0;['7', 'A', 'Q'];17;1;0;
['2', 'Q'];12;0;['7', 'A', 'Q', 'A'];18;0;-1;
['K', 'J'];[10];1;['7', 'A'];[7];1;0;
['K', 'J', '7'];20;1;['7', 'A', 'J'];17;1;-1;
['4', 'J'];[4];1;['6', 'Q'];[6];1;0;
['4', 'J', 'J'];14;0;['6', 'Q', 'Q'];16;1;1;
['4', '10'];[4];1;['K', '3'];[10];1;0;
['4', '10', '5'];14;1;['K', '3', '2'];13;0;0;
['4', '10', '5', '7'];19;1;['K', '3', '2'];15;0;-1;
['7', 'K'];[7];1;['9', '6'];[9];0;0;
['7', 'K', '6'];17;1;['9', '6'];15;0;-1;
['3', '4'];[3];1;['6', '6'];[6];1;0;
['3', '4', '5'];7;1;['6', '6', 'K'];12;0;2;
['10', '4'];[10];0;['Q', '2'];[10];1;0;
['10', '4'];14;0;['Q', '2', 'A'];12;1;0;
['10', '4'];14;0;['Q', '2', 'A', '5'];13;0;-1;
['A', '5'];[1, 10];0;['8', 'A'];[8];0;-1;
['9', '10'];[9];1;['Q', '2'];[10];1;0;
['9', '10', 'K'];19;1;['Q', '2', 'J'];12;1;1;
['9', 'A'];[9];1;['9', 'Q'];[9];1;0;
['9', 'A', '3'];19;1;['9', 'Q', '4'];19;0;2;
['2', '4'];[2];1;['5', '10'];[5];1;0;
['2', '4', 'K'];6;1;['5', '10', 'K'];15;1;2;
['9', '3'];[9];0;['10', '4'];[10];1;0;
['9', '3'];12;0;['10', '4', 'K'];14;1;2;
['9', '3'];[9];0;['9', '2'];[9];1;0;
['9', '3'];12;0;['9', '2', '3'];11;1;0;
['9', '3'];12;0;['9', '2', '3', '2'];14;1;0;
['9', '3'];12;0;['9', '2', '3', '2', 'Q'];16;0;2;
['A', '7'];[1, 10];1;['5', '9'];[5];0;0;
['A', '7', '7'];17;0;['5', '9'];14;0;2;
['6', 'A'];[6];0;['10', '7'];[10];0;-1;
['4', '7'];[4];1;['K', '9'];[10];0;0;
['4', '7', '8'];11;0;['K', '9'];19;0;1;
['3', '6'];[3];0;['Q', '2'];[10];1;0;
['3', '6'];9;0;['Q', '2', '2'];12;1;0;
['3', '6'];9;0;['Q', '2', '2', '7'];14;0;-1;
['A', '10'];[1, 10];1;['9', '2'];[9];1;0;
['A', '10', '4'];20;1;['9', '2', 'K'];11;0;0;
['A', '10', '4', '10'];15;1;['9', '2', 'K'];21;0;-1;
['Q', '3'];[10];1;['K', '8'];[10];1;0;
['Q', '3', '4'];13;1;['K', '8', '3'];18;1;0;
['Q', '3', '4', '7'];17;1;['K', '8', '3'];21;0;-1;
['5', '3'];[5];1;['10', 'K'];[10];1;0;
['5', '3', '4'];8;1;['10', 'K', '5'];20;0;2;
['4', '4'];[4];1;['8', '4'];[8];1;0;
['4', '4', '8'];8;1;['8', '4', 'A'];12;1;0;
['4', '4', '8', '5'];16;1;['8', '4', 'A', '8'];13;0;0;
['4', '4', '8', '5'];21;0;['8', '4', 'A', '8'];21;0;1;
['10', 'J'];[10];1;['5', '2'];[5];1;0;
['10', 'J', '7'];20;1;['5', '2', 'J'];7;1;-1;
['4', 'A'];[4];1;['5', 'A'];[5];0;0;
['4', 'A', '4'];14;0;['5', 'A'];15;0;2;
['2', '2'];[2];1;['K', '9'];[10];1;0;
['2', '2', '5'];4;1;['K', '9', '5'];19;1;2;
['6', '4'];[6];0;['8', '4'];[8];0;-1;
['4', 'A'];[4];1;['3', 'J'];[3];1;0;
['4', 'A', '6'];14;1;['3', 'J', '4'];13;1;0;
['4', 'A', '6', '2'];20;1;['3', 'J', '4', 'A'];17;1;0;
['4', 'A', '6', '2', '7'];13;0;['3', 'J', '4', 'A', '4'];18;1;2;
['6', '5'];[6];0;['J', 'A'];[10];1;0;
['6', '5'];11;0;['J', 'A', '2'];20;1;0;
['6', '5'];11;0;['J', 'A', '2', '2'];13;1;0;
['6', '5'];11;0;['J', 'A', '2', '2', '6'];15;1;0;
['6', '5'];11;0;['J', 'A', '2', '2', '6'];21;0;-1;
['10', '10'];[10];1;['6', '10'];[6];1;0;
['10', '10', 'A'];20;1;['6', '10', '5'];16;1;0;
['10', '10', 'A'];21;0;['6', '10', '5'];21;0;1;
['K', '10'];[10];1;['10', '2'];[10];1;0;
['K', '10', 'J'];20;1;['10', '2', '7'];12;1;-1;
['9', '4'];[9];1;['Q', '6'];[10];1;0;
['9', '4', 'Q'];13;1;['Q', '6', 'J'];16;1;1;
['6', 'Q'];[6];1;['J', '3'];[10];0;0;
['6', 'Q', '8'];16;1;['J', '3'];13;0;-1;
['K', 'Q'];[10];1;['5', '8'];[5];1;0;
['K', 'Q', 'A'];20;1;['5', '8', '2'];13;0;0;
['K', 'Q', 'A'];21;0;['5', '8', '2'];15;0;2;
['3', 'J'];[3];1;['Q', '2'];[10];1;0;
['3', 'J', 'J'];13;1;['Q', '2', 'A'];12;0;-1;
['8', '2'];[8];0;['6', '6'];[6];1;0;
['8', '2'];10;0;['6', '6', '3'];12;0;-1;
['5', 'Q'];[5];1;['J', '4'];[10];1;0;
['5', 'Q', '2'];15;1;['J', '4', 'A'];14;1;0;
['5', 'Q', '2', '6'];17;1;['J', '4', 'A', '2'];15;0;-1;
['J', '6'];[10];1;['7', 'J'];[7];1;0;
['J', '6', '5'];16;1;['7', 'J', '5'];17;1;2;
['8', '5'];[8];0;['K', 'J'];[10];0;-1;
['9', '10'];[9];1;['10', '9'];[10];1;0;
['9', '10', '8'];19;1;['10', '9', '10'];19;1;1;
['7', '5'];[7];0;['10', '2'];[10];0;1;
['5', '9'];[5];1;['8', '4'];[8];0;0;
['5', '9', '6'];14;1;['8', '4'];12;0;0;
['5', '9', '6', 'A'];20;1;['8', '4'];12;0;0;
['5', '9', '6', 'A'];21;0;['8', '4'];12;0;2;
['5', '2'];[5];1;['A', '7'];[1, 10];1;0;
['5', '2', 'J'];7;1;['A', '7', '8'];17;1;0;
['5', '2', 'J', '5'];17;1;['A', '7', '8', 'Q'];16;0;1;
['10', '6'];[10];1;['7', '5'];[7];1;0;
['10', '6', '2'];16;1;['7', '5', '10'];12;1;2;
['7', '10'];[7];1;['3', 'Q'];[3];1;0;
['7', '10', '9'];17;1;['3', 'Q', '3'];13;0;-1;
['A', 'J'];[1, 10];1;['6', 'J'];[6];0;0;
['A', 'J', 'Q'];20;1;['6', 'J'];16;0;0;
['A', 'J', 'Q'];21;0;['6', 'J'];16;0;2;
['2', '5'];[2];1;['9', '3'];[9];1;0;
['2', '5', 'A'];7;1;['9', '3', '6'];12;1;0;
['2', '5', 'A', '2'];17;1;['9', '3', '6', '5'];18;0;2;
['4', '7'];[4];0;['6', 'Q'];[6];1;0;
['4', '7'];11;0;['6', 'Q', '4'];16;1;0;
['4', '7'];11;0;['6', 'Q', '4', 'Q'];20;1;2;
['5', 'K'];[5];1;['5', '8'];[5];0;0;
['5', 'K', '4'];15;0;['5', '8'];13;0;2;
['9', '6'];[9];1;['6', '6'];[6];0;0;
['9', '6', '2'];15;0;['6', '6'];12;0;2;
['Q', '5'];[10];1;['K', '6'];[10];1;0;
['Q', '5', 'Q'];15;1;['K', '6', '9'];16;1;1;
['7', '6'];[7];1;['2', '9'];[2];0;0;
['7', '6', '4'];13;1;['2', '9'];11;0;0;
['7', '6', '4', '6'];17;1;['2', '9'];11;0;-1;
['K', '6'];[10];0;['J', 'J'];[10];1;0;
['K', '6'];16;0;['J', 'J', '2'];20;1;2;
['A', '2'];[1, 10];1;['7', '5'];[7];1;0;
['A', '2', '8'];12;1;['7', '5', 'Q'];12;1;2;
['5', 'K'];[5];1;['6', '10'];[6];1;0;
['5', 'K', '5'];15;1;['6', '10', 'A'];16;1;0;
['5', 'K', '5', '7'];20;1;['6', '10', 'A', '4'];17;1;-1;
['4', '10'];[4];1;['9', 'A'];[9];1;0;
['4', '10', 'A'];14;0;['9', 'A', '4'];19;1;0;
['4', '10', 'A'];15;0;['9', 'A', '4', '9'];14;1;2;
['8', 'A'];[8];1;['3', 'A'];[3];1;0;
['8', 'A', '9'];18;0;['3', 'A', 'K'];13;1;0;
['8', 'A', '9'];18;0;['3', 'A', 'K', '2'];14;1;0;
['8', 'A', '9'];18;0;['3', 'A', 'K', '2', 'K'];16;1;2;
['6', '3'];[6];0;['10', '3'];[10];1;0;
['6', '3'];9;0;['10', '3', 'K'];13;1;2;
['7', 'J'];[7];1;['9', 'J'];[9];1;0;
['7', 'J', '5'];17;1;['9', 'J', '10'];19;1;1;
['J', '5'];[10];1;['9', '2'];[9];1;0;
['J', '5', 'K'];15;1;['9', '2', 'J'];11;1;-1;
['10', '4'];[10];0;['K', 'A'];[10];0;-1;
['10', 'Q'];[10];0;['2', '8'];[2];1;0;
['10', 'Q'];20;0;['2', '8', '2'];10;1;0;
['10', 'Q'];20;0;['2', '8', '2', '10'];12;1;2;
['9', '7'];[9];0;['2', 'A'];[2];1;0;
['9', '7'];16;0;['2', 'A', '4'];12;1;0;
['9', '7'];16;0;['2', 'A', '4', '8'];16;0;2;
['Q', '7'];[10];1;['9', '6'];[9];1;0;
['Q', '7', '2'];17;1;['9', '6', '6'];15;1;0;
['Q', '7', '2', 'K'];19;1;['9', '6', '6'];21;0;-1;
['J', '4'];[10];0;['6', 'J'];[6];1;0;
['J', '4'];14;0;['6', 'J', '5'];16;1;0;
['J', '4'];14;0;['6', 'J', '5'];21;0;-1;
['4', '2'];[4];1;['9', '8'];[9];1;0;
['4', '2', 'A'];6;1;['9', '8', '3'];17;1;0;
['4', '2', 'A', '8'];16;1;['9', '8', '3', 'A'];20;1;0;
['4', '2', 'A', '8', 'K'];15;1;['9', '8', '3', 'A'];21;0;-1;
['6', '9'];[6];1;['7', 'Q'];[7];1;0;
['6', '9', '9'];15;1;['7', 'Q', '10'];17;1;1;
['8', '4'];[8];1;['4', '7'];[4];1;0;
['8', '4', 'K'];12;0;['4', '7', '2'];11;1;-1;
['7', 'K'];[7];1;['K', 'A'];[10];0;0;
['7', 'K', 'A'];17;1;['K', 'A'];20;0;0;
['7', 'K', 'A', '6'];18;1;['K', 'A'];20;0;-1;
['6', '9'];[6];1;['K', '2'];[10];1;0;
['6', '9', '5'];15;1;['K', '2', 'A'];12;0;0;
['6', '9', '5', '9'];20;1;['K', '2', 'A'];13;0;-1;
['8', '5'];[8];1;['7', '10'];[7];0;0;
['8', '5', '3'];13;1;['7', '10'];17;0;0;
['8', '5', '3', '7'];16;1;['7', '10'];17;0;-1;
['10', 'K'];[10];1;['A', '4'];[1, 10];1;0;
['10', 'K', '5'];20;1;['A', '4', '8'];14;1;-1;
['A', '6'];[1, 10];1;['6', '3'];[6];1;0;
['A', '6', '7'];16;1;['6', '3', '5'];9;1;0;
['A', '6', '7', '10'];14;1;['6', '3', '5', '7'];14;1;-1;
['2', '9'];[2];1;['7', '3'];[7];0;0;
['2', '9', '7'];11;0;['7', '3'];10;0;2;
['Q', '7'];[10];1;['A', '10'];[1, 10];1;0;
['Q', '7', '8'];17;0;['A', '10', '9'];20;1;-1;
['5', 'Q'];[5];1;['7', '7'];[7];1;0;
['5', 'Q', '10'];15;1;['7', '7', '9'];14;1;1;
['3', '3'];[3];1;['2', '2'];[2];1;0;
['3', '3', '7'];6;0;['2', '2', 'A'];4;1;0;
['3', '3', '7'];13;0;['2', '2', 'A', '2'];14;0;-1;
['3', '6'];[3];1;['8', '2'];[8];1;0;
['3', '6', '5'];9;1;['8', '2', '5'];10;1;0;
['3', '6', '5', 'K'];14;1;['8', '2', '5', '6'];15;0;-1;
['8', '4'];[8];1;['J', 'Q'];[10];0;0;
['8', '4', '7'];12;1;['J', 'Q'];20;0;0;
['8', '4', '7', '4'];19;1;['J', 'Q'];20;0;-1;
['5', '5'];[5];1;['Q', 'J'];[10];1;0;
['5', '5', 'Q'];10;1;['Q', 'J', 'K'];20;1;2;
['3', 'K'];[3];1;['8', '7'];[8];0;0;
['3', 'K', 'K'];13;0;['8', '7'];15;0;-1;
['Q', '9'];[10];1;['4', 'K'];[4];1;0;
['Q', '9', '9'];19;1;['4', 'K', 'Q'];14;0;1;
['9', 'J'];[9];1;['7', 'Q'];[7];1;0;
['9', 'J', '5'];19;0;['7', 'Q', 'A'];17;0;-1;
['4', '9'];[4];1;['5', '4'];[5];1;0;
['4', '9', '9'];13;1;['5', '4', '3'];9;1;-1;
['5', 'J'];[5];0;['7', '9'];[7];0;-1;
['2', '6'];[2];1;['3', '7'];[3];1;0;
['2', '6', '2'];8;1;['3', '7', '5'];10;1;0;
['2', '6', '2', '10'];10;1;['3', '7', '5', '7'];15;0;2;
['2', '5'];[2];0;['2', '4'];[2];1;0;
['2', '5'];7;0;['2', '4', 'K'];6;0;-1;
['9', '6'];[9];1;['9', '8'];[9];1;0;
['9', '6', '5'];15;1;['9', '8', '4'];17;1;0;
['9', '6', '5', '6'];20;1;['9', '8', '4'];21;0;-1;
['J', 'K'];[10];1;['5', '10'];[5];1;0;
['J', 'K', 'A'];20;1;['5', '10', '8'];15;1;2;
['A', '4'];[1, 10];1;['5', 'Q'];[5];1;0;
['A', '4', '8'];14;0;['5', 'Q', '2'];15;1;0;
['A', '4', '8'];13;0;['5', 'Q', '2', 'K'];17;1;2;
['5', 'J'];[5];0;['3', 'K'];[3];0;2;
['K', '2'];[10];1;['K', '10'];[10];1;0;
['K', '2', '10'];12;1;['K', '10', '7'];20;1;1;
['10', '8'];[10];1;['4', 'Q'];[4];1;0;
['10', '8', '3'];18;1;['4', 'Q', '5'];14;1;0;
['10', '8', '3'];21;0;['4', 'Q', '5', 'K'];19;1;2;
['J', '8'];[10];0;['2', 'K'];[2];1;0;
['J', '8'];18;0;['2', 'K', '8'];12;1;0;
['J', '8'];18;0;['2', 'K', '8', '9'];20;0;2;
['3', 'A'];[3];1;['K', '7'];[10];1;0;
['3', 'A', '10'];13;1;['K', '7', '7'];17;1;2;
['2', 'K'];[2];1;['7', '3'];[7];0;0;
['2', 'K', '9'];12;1;['7', '3'];10;0;0;
['2', 'K', '9'];21;0;['7', '3'];10;0;2;
['4', '9'];[4];0;['10', 'A'];[10];1;0;
['4', '9'];13;0;['10', 'A', 'Q'];20;0;-1;
['3', '7'];[3];1;['6', 'K'];[6];0;0;
['3', '7', '6'];10;1;['6', 'K'];16;0;0;
['3', '7', '6', '9'];16;1;['6', 'K'];16;0;-1;
['J', '4'];[10];1;['3', 'J'];[3];1;0;
['J', '4', '5'];14;1;['3', 'J', 'Q'];13;1;2;
['3', 'A'];[3];1;['9', 'A'];[9];1;0;
['3', 'A', '9'];13;1;['9', 'A', '5'];19;0;0;
['3', 'A', '9', '9'];13;1;['9', 'A', '5'];15;0;-1;
['5', '3'];[5];0;['K', 'J'];[10];1;0;
['5', '3'];8;0;['K', 'J', 'K'];20;1;2;
['3', '3'];[3];1;['A', '4'];[1, 10];1;0;
['3', '3', '6'];6;1;['A', '4', 'K'];14;1;0;
['3', '3', '6', '3'];12;1;['A', '4', 'K', '2'];15;1;0;
['3', '3', '6', '3', '3'];15;1;['A', '4', 'K', '2', '9'];17;1;2;
['A', '6'];[1, 10];1;['K', '5'];[10];0;0;
['A', '6', 'J'];16;1;['K', '5'];15;0;0;
['A', '6', 'J', '4'];17;1;['K', '5'];15;0;0;
['A', '6', 'J', '4'];21;0;['K', '5'];15;0;2;
['10', '8'];[10];1;['J', '5'];[10];0;0;
['10', '8', 'A'];18;1;['J', '5'];15;0;0;
['10', '8', 'A', 'K'];19;1;['J', '5'];15;0;-1;
['K', '9'];[10];0;['Q', '6'];[10];0;2;
['2', '9'];[2];0;['Q', 'K'];[10];1;0;
['2', '9'];11;0;['Q', 'K', '4'];20;0;2;
['4', '2'];[4];0;['6', '3'];[6];1;0;
['4', '2'];6;0;['6', '3', 'K'];9;0;-1;
['5', '6'];[5];1;['6', '3'];[6];0;0;
['5', '6', '2'];11;0;['6', '3'];9;0;2;
['2', '8'];[2];1;['7', '8'];[7];1;0;
['2', '8', '2'];10;1;['7', '8', '5'];15;0;0;
['2', '8', '2', '2'];12;1;['7', '8', '5'];20;0;0;
['2', '8', '2', '2', '6'];14;1;['7', '8', '5'];20;0;0;
['2', '8', '2', '2', '6', 'A'];20;0;['7', '8', '5'];20;0;2;
['8', 'A'];[8];1;['9', '4'];[9];0;0;
['8', 'A', '10'];18;0;['9', '4'];13;0;2;
['3', '3'];[3];1;['4', '8'];[4];1;0;
['3', '3', 'A'];6;1;['4', '8', 'J'];12;1;2;
['4', '10'];[4];1;['5', '3'];[5];1;0;
['4', '10', '2'];14;0;['5', '3', 'A'];8;0;-1;
['9', '10'];[9];1;['7', '3'];[7];1;0;
['9', '10', 'J'];19;1;['7', '3', '5'];10;1;-1;
['K', '5'];[10];1;['8', '8'];[8];1;0;
['K', '5', '10'];15;1;['8', '8', '3'];16;0;-1;
['2', 'J'];[2];1;['7', '8'];[7];1;0;
['2', 'J', '7'];12;0;['7', '8', '4'];15;0;1;
['9', 'Q'];[9];1;['9', '7'];[9];1;0;
['9', 'Q', '10'];19;1;['9', '7', 'A'];16;1;-1;
['K', '4'];[10];1;['9', '2'];[9];1;0;
['K', '4', '4'];14;1;['9', '2', 'Q'];11;1;0;
['K', '4', '4', '7'];18;1;['9', '2', 'Q'];21;0;-1;
['3', '2'];[3];0;['J', '10'];[10];1;0;
['3', '2'];5;0;['J', '10', '2'];20;1;2;
['6', 'A'];[6];1;['K', 'J'];[10];1;0;
['6', 'A', '9'];16;1;['K', 'J', '10'];20;1;2;
['3', 'Q'];[3];0;['10', 'K'];[10];1;0;
['3', 'Q'];13;0;['10', 'K', 'K'];20;0;2;
['3', '2'];[3];0;['J', 'Q'];[10];1;0;
['3', '2'];5;0;['J', 'Q', 'A'];20;1;0;
['3', '2'];5;0;['J', 'Q', 'A'];21;0;-1;
['K', '7'];[10];0;['7', '8'];[7];1;0;
['K', '7'];17;0;['7', '8', '5'];15;1;0;
['K', '7'];17;0;['7', '8', '5', 'A'];20;1;0;
['K', '7'];17;0;['7', '8', '5', 'A'];21;0;-1;
['K', '5'];[10];1;['6', '3'];[6];1;0;
['K', '5', '4'];15;1;['6', '3', 'Q'];9;1;0;
['K', '5', '4', 'J'];19;0;['6', '3', 'Q', 'K'];19;0;1;
['J', '2'];[10];0;['8', 'J'];[8];1;0;
['J', '2'];12;0;['8', 'J', '8'];18;1;2;
['K', '8'];[10];1;['2', 'A'];[2];1;0;
['K', '8', 'Q'];18;0;['2', 'A', 'A'];12;1;-1;
['9', '4'];[9];1;['6', 'A'];[6];1;0;
['9', '4', 'J'];13;0;['6', 'A', '5'];16;0;-1;
['5', '7'];[5];0;['8', '4'];[8];1;0;
['5', '7'];12;0;['8', '4', 'K'];12;1;2;
['4', '3'];[4];1;['J', 'K'];[10];1;0;
['4', '3', '5'];7;0;['J', 'K', '2'];20;1;2;
['10', 'K'];[10];1;['J', '5'];[10];1;0;
['10', 'K', '9'];20;0;['J', '5', '10'];15;1;1;
['8', '5'];[8];1;['9', '8'];[9];1;0;
['8', '5', '3'];13;1;['9', '8', '3'];17;1;0;
['8', '5', '3', '3'];16;1;['9', '8', '3', '8'];20;0;2;
['8', '10'];[8];0;['7', '7'];[7];0;2;
['9', 'A'];[9];1;['J', '10'];[10];1;0;
['9', 'A', '9'];19;1;['J', '10', 'Q'];20;1;2;
['9', '10'];[9];0;['Q', '8'];[10];1;0;
['9', '10'];19;0;['Q', '8', 'K'];18;1;2;
['A', 'Q'];[1, 10];1;['A', '6'];[1, 10];1;0;
['A', 'Q', '10'];20;1;['A', '6', '9'];16;1;0;
['A', 'Q', '10'];21;0;['A', '6', '9', '5'];16;1;0;
['A', 'Q', '10'];21;0;['A', '6', '9', '5'];21;0;1;
['8', '5'];[8];1;['4', '7'];[4];1;0;
['8', '5', '8'];13;1;['4', '7', '5'];11;1;0;
['8', '5', '8'];21;0;['4', '7', '5', '9'];16;1;2;
['7', '5'];[7];1;['Q', '10'];[10];1;0;
['7', '5', '6'];12;1;['Q', '10', '4'];20;1;2;
['J', '5'];[10];1;['2', '3'];[2];0;0;
['J', '5', 'J'];15;1;['2', '3'];5;0;-1;
['6', '5'];[6];0;['9', 'Q'];[9];0;-1;
['9', '7'];[9];1;['7', '9'];[7];0;0;
['9', '7', '10'];16;1;['7', '9'];16;0;-1;
['4', 'K'];[4];1;['Q', '8'];[10];1;0;
['4', 'K', 'K'];14;1;['Q', '8', '6'];18;0;1;
['Q', '7'];[10];1;['4', '7'];[4];1;0;
['Q', '7', '6'];17;1;['4', '7', 'A'];11;1;-1;
['K', 'Q'];[10];1;['4', '4'];[4];1;0;
['K', 'Q', '10'];20;1;['4', '4', '9'];8;1;-1;
['K', 'A'];[10];1;['6', 'Q'];[6];1;0;
['K', 'A', '9'];20;1;['6', 'Q', '7'];16;1;2;
['3', 'J'];[3];0;['6', 'J'];[6];1;0;
['3', 'J'];13;0;['6', 'J', 'Q'];16;1;2;
['4', '9'];[4];1;['4', 'K'];[4];0;0;
['4', '9', '2'];13;0;['4', 'K'];14;0;2;
['Q', '7'];[10];1;['7', 'K'];[7];1;0;
['Q', '7', 'J'];17;1;['7', 'K', '8'];17;1;1;
['3', '10'];[3];1;['3', 'K'];[3];0;0;
['3', '10', '3'];13;0;['3', 'K'];13;0;2;
['3', 'Q'];[3];1;['10', '7'];[10];0;0;
['3', 'Q', '6'];13;1;['10', '7'];17;0;0;
['3', 'Q', '6', '8'];19;0;['10', '7'];17;0;-1;
['4', '7'];[4];1;['J', '10'];[10];0;0;
['4', '7', '2'];11;1;['J', '10'];20;0;0;
['4', '7', '2', '9'];13;1;['J', '10'];20;0;-1;
['2', 'Q'];[2];1;['4', 'A'];[4];1;0;
['2', 'Q', '4'];12;0;['4', 'A', '4'];14;1;0;
['2', 'Q', '4'];16;0;['4', 'A', '4', '4'];18;1;0;
['2', 'Q', '4'];16;0;['4', 'A', '4', '4', 'A'];13;1;0;
['2', 'Q', '4'];16;0;['4', 'A', '4', '4', 'A', '2'];14;1;0;
['2', 'Q', '4'];16;0;['4', 'A', '4', '4', 'A', '2', '6'];16;0;2;
['6', '6'];[6];0;['5', 'Q'];[5];1;0;
['6', '6'];12;0;['5', 'Q', '6'];15;1;0;
['6', '6'];12;0;['5', 'Q', '6'];21;0;-1;
['K', 'J'];[10];0;['6', '5'];[6];0;2;
['2', '9'];[2];1;['Q', 'J'];[10];1;0;
['2', '9', '5'];11;1;['Q', 'J', '6'];20;1;2;
['2', 'J'];[2];1;['9', 'K'];[9];1;0;
['2', 'J', '4'];12;0;['9', 'K', '4'];19;1;2;
['9', '6'];[9];0;['3', '6'];[3];1;0;
['9', '6'];15;0;['3', '6', '10'];9;1;0;
['9', '6'];15;0;['3', '6', '10', 'A'];19;0;-1;
['3', '4'];[3];1;['A', 'K'];[1, 10];1;0;
['3', '4', '7'];7;1;['A', 'K', '8'];20;1;0;
['3', '4', '7', '10'];14;0;['A', 'K', '8', 'K'];19;0;1;
['K', '7'];[10];1;['Q', '10'];[10];1;0;
['K', '7', '8'];17;0;['Q', '10', 'K'];20;1;1;
['9', '9'];[9];0;['9', '4'];[9];1;0;
['9', '9'];18;0;['9', '4', '6'];13;1;0;
['9', '9'];18;0;['9', '4', '6', '4'];19;1;2;
['5', '5'];[5];1;['Q', '6'];[10];1;0;
['5', '5', 'A'];10;1;['Q', '6', 'K'];16;1;2;
['6', 'J'];[6];1;['6', '9'];[6];1;0;
['6', 'J', '9'];16;0;['6', '9', 'Q'];15;1;1;
['K', '10'];[10];0;['Q', '7'];[10];0;2;
['7', '5'];[7];0;['6', 'J'];[6];0;-1;
['10', '5'];[10];1;['6', '4'];[6];0;0;
['10', '5', '8'];15;1;['6', '4'];10;0;-1;
['K', '3'];[10];1;['6', '7'];[6];0;0;
['K', '3', '4'];13;0;['6', '7'];13;0;2;
['10', '9'];[10];0;['7', '3'];[7];1;0;
['10', '9'];19;0;['7', '3', '5'];10;0;2;
['3', '8'];[3];0;['6', '10'];[6];0;-1;
['6', '8'];[6];1;['J', '4'];[10];0;0;
['6', '8', '6'];14;1;['J', '4'];14;0;0;
['6', '8', '6', '2'];20;1;['J', '4'];14;0;-1;
['4', '3'];[4];1;['K', 'K'];[10];1;0;
['4', '3', '7'];7;1;['K', 'K', '9'];20;1;2;
['Q', 'Q'];[10];0;['6', 'A'];[6];0;2;
['3', '10'];[3];1;['4', '3'];[4];1;0;
['3', '10', '4'];13;1;['4', '3', '3'];7;1;0;
['3', '10', '4', '5'];17;0;['4', '3', '3', '5'];10;1;-1;
['10', '3'];[10];0;['9', 'A'];[9];0;-1;
['2', 'K'];[2];0;['3', 'A'];[3];1;0;
['2', 'K'];12;0;['3', 'A', '10'];13;1;0;
['2', 'K'];12;0;['3', 'A', '10', '5'];14;1;0;
['2', 'K'];12;0;['3', 'A', '10', '5', '9'];19;1;2;
['8', '3'];[8];1;['3', '3'];[3];1;0;
['8', '3', 'J'];11;1;['3', '3', '4'];6;0;0;
['8', '3', 'J'];21;0;['3', '3', '4'];10;0;2;
['8', '3'];[8];0;['Q', '9'];[10];0;-1;
['J', '5'];[10];1;['10', '6'];[10];1;0;
['J', '5', 'J'];15;1;['10', '6', '3'];16;1;-1;
['J', '9'];[10];1;['2', 'K'];[2];0;0;
['J', '9', '8'];19;0;['2', 'K'];12;0;-1;
['A', '6'];[1, 10];1;['3', 'Q'];[3];0;0;
['A', '6', 'K'];16;0;['3', 'Q'];13;0;2;
['3', '6'];[3];1;['4', '6'];[4];0;0;
['3', '6', '3'];9;0;['4', '6'];10;0;2;
['6', '10'];[6];0;['Q', '7'];[10];1;0;
['6', '10'];16;0;['Q', '7', '7'];17;1;2;
['J', 'A'];[10];1;['4', 'Q'];[4];1;0;
['J', 'A', '2'];20;1;['4', 'Q', '7'];14;1;0;
['J', 'A', '2', 'A'];13;0;['4', 'Q', '7'];21;0;-1;
['3', '3'];[3];1;['J', '6'];[10];1;0;
['3', '3', '8'];6;1;['J', '6', '7'];16;1;2;
['3', '7'];[3];0;['6', '10'];[6];0;-1;
['Q', '4'];[10];1;['6', '8'];[6];1;0;
['Q', '4', '4'];14;0;['6', '8', '2'];14;1;0;
['Q', '4', '4'];18;0;['6', '8', '2', '9'];16;0;2;
['5', '9'];[5];1;['8', 'K'];[8];1;0;
['5', '9', '6'];14;1;['8', 'K', 'K'];18;1;2;
['3', '7'];[3];0;['K', '3'];[10];1;0;
['3', '7'];10;0;['K', '3', 'K'];13;1;2;
['J', '5'];[10];1;['J', '7'];[10];1;0;
['J', '5', 'A'];15;1;['J', '7', '9'];17;0;2;
['10', 'J'];[10];1;['6', '6'];[6];1;0;
['10', 'J', 'A'];20;1;['6', '6', 'J'];12;0;2;
